% Moku:Go Spectrum Analyzer
% Input A
% Start freq 1 Hz, stop freq 30.000 000 MHz, RBW 146.6 kHz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 32 spectra per frame, 25 frame averages
% Acquired 2024-11-07 T 15:14:36 +0530
% Frequency (Hz), Input A (dBm)
5.708007840440e+06, -3.213980e+01
5.738525418565e+06, -3.217813e+01
5.769042996690e+06, -3.218732e+01
5.799560574815e+06, -3.208972e+01
5.830078152940e+06, -3.194381e+01
5.860595731065e+06, -3.184612e+01
5.891113309190e+06, -3.181323e+01
5.921630887315e+06, -3.181627e+01
5.952148465440e+06, -3.188420e+01
5.982666043565e+06, -3.194611e+01
6.013183621690e+06, -3.197821e+01
6.043701199815e+06, -3.197991e+01
6.074218777940e+06, -3.197992e+01
6.104736356065e+06, -3.198181e+01
6.135253934190e+06, -3.195549e+01
6.165771512315e+06, -3.194339e+01
6.196289090440e+06, -3.195747e+01
6.226806668565e+06, -3.197014e+01
6.257324246690e+06, -3.199822e+01
6.287841824815e+06, -3.201903e+01
6.318359402940e+06, -3.201655e+01
6.348876981065e+06, -3.200743e+01
6.379394559190e+06, -3.204444e+01
6.409912137315e+06, -3.211212e+01
6.440429715440e+06, -3.218627e+01
6.470947293565e+06, -3.225479e+01
6.501464871690e+06, -3.224969e+01
6.531982449815e+06, -3.220368e+01
6.562500027940e+06, -3.212039e+01
6.593017606065e+06, -3.206946e+01
6.623535184190e+06, -3.207311e+01
6.654052762315e+06, -3.210764e+01
6.684570340440e+06, -3.214948e+01
6.715087918565e+06, -3.219183e+01
6.745605496690e+06, -3.225096e+01
6.776123074815e+06, -3.232373e+01
6.806640652940e+06, -3.234979e+01
6.837158231065e+06, -3.229876e+01
6.867675809190e+06, -3.223023e+01
6.898193387315e+06, -3.216968e+01
6.928710965440e+06, -3.213635e+01
6.959228543565e+06, -3.215620e+01
6.989746121690e+06, -3.223800e+01
7.020263699815e+06, -3.236683e+01
7.050781277940e+06, -3.251357e+01
7.081298856065e+06, -3.260131e+01
7.111816434190e+06, -3.257291e+01
7.142334012315e+06, -3.251416e+01
7.172851590440e+06, -3.246305e+01
7.203369168565e+06, -3.246494e+01
7.233886746690e+06, -3.251199e+01
7.264404324815e+06, -3.260460e+01
7.294921902940e+06, -3.271802e+01
7.325439481065e+06, -3.282551e+01
7.355957059190e+06, -3.291057e+01
7.386474637315e+06, -3.293839e+01
7.416992215440e+06, -3.287181e+01
7.447509793565e+06, -3.272977e+01
7.478027371690e+06, -3.260087e+01
7.508544949815e+06, -3.249958e+01
7.539062527940e+06, -3.245550e+01
7.569580106065e+06, -3.246769e+01
7.600097684190e+06, -3.247520e+01
7.630615262315e+06, -3.246710e+01
7.661132840440e+06, -3.248368e+01
7.691650418565e+06, -3.250254e+01
7.722167996690e+06, -3.248262e+01
7.752685574815e+06, -3.250517e+01
7.783203152940e+06, -3.260190e+01
7.813720731065e+06, -3.272208e+01
7.844238309190e+06, -3.278364e+01
7.874755887315e+06, -3.280425e+01
7.905273465440e+06, -3.279346e+01
7.935791043565e+06, -3.274102e+01
7.966308621690e+06, -3.273880e+01
7.996826199815e+06, -3.275480e+01
8.027343777940e+06, -3.271996e+01
8.057861356065e+06, -3.264056e+01
8.088378934190e+06, -3.253221e+01
8.118896512315e+06, -3.247501e+01
8.149414090440e+06, -3.250970e+01
8.179931668565e+06, -3.256888e+01
8.210449246690e+06, -3.265018e+01
8.240966824815e+06, -3.272957e+01
8.271484402940e+06, -3.277438e+01
8.302001981065e+06, -3.276934e+01
8.332519559190e+06, -3.275637e+01
8.363037137315e+06, -3.279117e+01
8.393554715440e+06, -3.288022e+01
8.424072293565e+06, -3.295109e+01
8.454589871690e+06, -3.292555e+01
8.485107449815e+06, -3.283482e+01
8.515625027940e+06, -3.276542e+01
8.546142606065e+06, -3.278554e+01
8.576660184190e+06, -3.291429e+01
8.607177762315e+06, -3.303664e+01
8.637695340440e+06, -3.308174e+01
8.668212918565e+06, -3.305584e+01
8.698730496690e+06, -3.300955e+01
8.729248074815e+06, -3.296457e+01
8.759765652940e+06, -3.290157e+01
8.790283231065e+06, -3.283655e+01
8.820800809190e+06, -3.276262e+01
8.851318387315e+06, -3.272725e+01
8.881835965440e+06, -3.271851e+01
8.912353543565e+06, -3.275687e+01
8.942871121690e+06, -3.280667e+01
8.973388699815e+06, -3.286487e+01
9.003906277940e+06, -3.295242e+01
9.034423856065e+06, -3.300091e+01
9.064941434190e+06, -3.303281e+01
9.095459012315e+06, -3.308949e+01
9.125976590440e+06, -3.312565e+01
9.156494168565e+06, -3.315036e+01
9.187011746690e+06, -3.316270e+01
9.217529324815e+06, -3.319574e+01
9.248046902940e+06, -3.329029e+01
9.278564481065e+06, -3.339102e+01
9.309082059190e+06, -3.343447e+01
9.339599637315e+06, -3.337907e+01
9.370117215440e+06, -3.324676e+01
9.400634793565e+06, -3.309904e+01
9.431152371690e+06, -3.300974e+01
9.461669949815e+06, -3.300743e+01
9.492187527940e+06, -3.308400e+01
9.522705106065e+06, -3.321217e+01
9.553222684190e+06, -3.333735e+01
9.583740262315e+06, -3.342703e+01
9.614257840440e+06, -3.352014e+01
9.644775418565e+06, -3.353577e+01
9.675292996690e+06, -3.349447e+01
9.705810574815e+06, -3.343245e+01
9.736328152940e+06, -3.334290e+01
9.766845731065e+06, -3.326955e+01
9.797363309190e+06, -3.324782e+01
9.827880887315e+06, -3.327254e+01
9.858398465440e+06, -3.328253e+01
9.888916043565e+06, -3.327361e+01
9.919433621690e+06, -3.328036e+01
9.949951199815e+06, -3.333710e+01
9.980468777940e+06, -3.337947e+01
1.001098635606e+07, -3.335950e+01
1.004150393419e+07, -3.333067e+01
1.007202151231e+07, -3.333777e+01
1.010253909044e+07, -3.336283e+01
1.013305666856e+07, -3.340813e+01
1.016357424669e+07, -3.348550e+01
1.019409182481e+07, -3.355179e+01
1.022460940294e+07, -3.363826e+01
1.025512698106e+07, -3.375012e+01
1.028564455919e+07, -3.388104e+01
1.031616213731e+07, -3.398173e+01
1.034667971544e+07, -3.400676e+01
1.037719729356e+07, -3.399152e+01
1.040771487169e+07, -3.393511e+01
1.043823244981e+07, -3.390773e+01
1.046875002794e+07, -3.391062e+01
1.049926760606e+07, -3.391139e+01
1.052978518419e+07, -3.390525e+01
1.056030276231e+07, -3.391117e+01
1.059082034044e+07, -3.389920e+01
1.062133791856e+07, -3.388028e+01
1.065185549669e+07, -3.390409e+01
1.068237307481e+07, -3.394230e+01
1.071289065294e+07, -3.397140e+01
1.074340823106e+07, -3.401471e+01
1.077392580919e+07, -3.404913e+01
1.080444338731e+07, -3.401958e+01
1.083496096544e+07, -3.398615e+01
1.086547854356e+07, -3.394186e+01
1.089599612169e+07, -3.390407e+01
1.092651369981e+07, -3.388502e+01
1.095703127794e+07, -3.389175e+01
1.098754885606e+07, -3.390119e+01
1.101806643419e+07, -3.391035e+01
1.104858401231e+07, -3.394483e+01
1.107910159044e+07, -3.398205e+01
1.110961916856e+07, -3.399570e+01
1.114013674669e+07, -3.400097e+01
1.117065432481e+07, -3.402438e+01
1.120117190294e+07, -3.410773e+01
1.123168948106e+07, -3.420218e+01
1.126220705919e+07, -3.422363e+01
1.129272463731e+07, -3.420182e+01
1.132324221544e+07, -3.422829e+01
1.135375979356e+07, -3.427238e+01
1.138427737169e+07, -3.428145e+01
1.141479494981e+07, -3.425993e+01
1.144531252794e+07, -3.427210e+01
1.147583010606e+07, -3.428998e+01
1.150634768419e+07, -3.429963e+01
1.153686526231e+07, -3.427522e+01
1.156738284044e+07, -3.424425e+01
1.159790041856e+07, -3.425544e+01
1.162841799669e+07, -3.433279e+01
1.165893557481e+07, -3.446637e+01
1.168945315294e+07, -3.458134e+01
1.171997073106e+07, -3.458990e+01
1.175048830919e+07, -3.454388e+01
1.178100588731e+07, -3.447873e+01
1.181152346544e+07, -3.442675e+01
1.184204104356e+07, -3.442879e+01
1.187255862169e+07, -3.448979e+01
1.190307619981e+07, -3.458251e+01
1.193359377794e+07, -3.467840e+01
1.196411135606e+07, -3.474540e+01
1.199462893419e+07, -3.477622e+01
1.202514651231e+07, -3.479429e+01
1.205566409044e+07, -3.474597e+01
1.208618166856e+07, -3.462894e+01
1.211669924669e+07, -3.449041e+01
1.214721682481e+07, -3.439189e+01
1.217773440294e+07, -3.432783e+01
1.220825198106e+07, -3.432460e+01
1.223876955919e+07, -3.435803e+01
1.226928713731e+07, -3.438544e+01
1.229980471544e+07, -3.444776e+01
1.233032229356e+07, -3.453769e+01
1.236083987169e+07, -3.463015e+01
1.239135744981e+07, -3.471264e+01
1.242187502794e+07, -3.474995e+01
1.245239260606e+07, -3.473205e+01
1.248291018419e+07, -3.467445e+01
1.251342776231e+07, -3.464102e+01
1.254394534044e+07, -3.461098e+01
1.257446291856e+07, -3.462236e+01
1.260498049669e+07, -3.464445e+01
1.263549807481e+07, -3.465239e+01
1.266601565294e+07, -3.462836e+01
1.269653323106e+07, -3.457878e+01
1.272705080919e+07, -3.454740e+01
1.275756838731e+07, -3.455830e+01
1.278808596544e+07, -3.461220e+01
1.281860354356e+07, -3.467333e+01
1.284912112169e+07, -3.473688e+01
1.287963869981e+07, -3.477942e+01
1.291015627794e+07, -3.479869e+01
1.294067385606e+07, -3.480769e+01
1.297119143419e+07, -3.481764e+01
1.300170901231e+07, -3.483785e+01
1.303222659044e+07, -3.486566e+01
1.306274416856e+07, -3.490423e+01
1.309326174669e+07, -3.496367e+01
1.312377932481e+07, -3.503848e+01
1.315429690294e+07, -3.509462e+01
1.318481448106e+07, -3.509887e+01
1.321533205919e+07, -3.509171e+01
1.324584963731e+07, -3.506844e+01
1.327636721544e+07, -3.497648e+01
1.330688479356e+07, -3.483439e+01
1.333740237169e+07, -3.472380e+01
1.336791994981e+07, -3.468400e+01
1.339843752794e+07, -3.471486e+01
1.342895510606e+07, -3.481385e+01
1.345947268419e+07, -3.496798e+01
1.348999026231e+07, -3.510481e+01
1.352050784044e+07, -3.520500e+01
1.355102541856e+07, -3.525604e+01
1.358154299669e+07, -3.529353e+01
1.361206057481e+07, -3.535031e+01
1.364257815294e+07, -3.539068e+01
1.367309573106e+07, -3.538321e+01
1.370361330919e+07, -3.533709e+01
1.373413088731e+07, -3.529560e+01
1.376464846544e+07, -3.528331e+01
1.379516604356e+07, -3.529259e+01
1.382568362169e+07, -3.529053e+01
1.385620119981e+07, -3.526854e+01
1.388671877794e+07, -3.526001e+01
1.391723635606e+07, -3.527402e+01
1.394775393419e+07, -3.528362e+01
1.397827151231e+07, -3.530644e+01
1.400878909044e+07, -3.529534e+01
1.403930666856e+07, -3.527375e+01
1.406982424669e+07, -3.519501e+01
1.410034182481e+07, -3.512207e+01
1.413085940294e+07, -3.514754e+01
1.416137698106e+07, -3.525991e+01
1.419189455919e+07, -3.537053e+01
1.422241213731e+07, -3.546414e+01
1.425292971544e+07, -3.556195e+01
1.428344729356e+07, -3.566939e+01
1.431396487169e+07, -3.575213e+01
1.434448244981e+07, -3.580229e+01
1.437500002794e+07, -3.579940e+01
1.440551760606e+07, -3.574419e+01
1.443603518419e+07, -3.567317e+01
1.446655276231e+07, -3.559689e+01
1.449707034044e+07, -3.556390e+01
1.452758791856e+07, -3.565490e+01
1.455810549669e+07, -3.583969e+01
1.458862307481e+07, -3.602908e+01
1.461914065294e+07, -3.613323e+01
1.464965823106e+07, -3.614551e+01
1.468017580919e+07, -3.606204e+01
1.471069338731e+07, -3.592200e+01
1.474121096544e+07, -3.583411e+01
1.477172854356e+07, -3.581061e+01
1.480224612169e+07, -3.579094e+01
1.483276369981e+07, -3.571097e+01
1.486328127794e+07, -3.560101e+01
1.489379885606e+07, -3.553083e+01
1.492431643419e+07, -3.554255e+01
1.495483401231e+07, -3.558955e+01
1.498535159044e+07, -3.566241e+01
1.501586916856e+07, -3.574513e+01
1.504638674669e+07, -3.583204e+01
1.507690432481e+07, -3.592577e+01
1.510742190294e+07, -3.601647e+01
1.513793948106e+07, -3.609267e+01
1.516845705919e+07, -3.614553e+01
1.519897463731e+07, -3.616110e+01
1.522949221544e+07, -3.614987e+01
1.526000979356e+07, -3.609995e+01
1.529052737169e+07, -3.601179e+01
1.532104494981e+07, -3.594937e+01
1.535156252794e+07, -3.596673e+01
1.538208010606e+07, -3.600208e+01
1.541259768419e+07, -3.600148e+01
1.544311526231e+07, -3.603092e+01
1.547363284044e+07, -3.613715e+01
1.550415041856e+07, -3.626045e+01
1.553466799669e+07, -3.636708e+01
1.556518557481e+07, -3.643787e+01
1.559570315294e+07, -3.645778e+01
1.562622073106e+07, -3.643277e+01
1.565673830919e+07, -3.640329e+01
1.568725588731e+07, -3.639824e+01
1.571777346544e+07, -3.643806e+01
1.574829104356e+07, -3.651841e+01
1.577880862169e+07, -3.663937e+01
1.580932619981e+07, -3.670748e+01
1.583984377794e+07, -3.669208e+01
1.587036135606e+07, -3.661713e+01
1.590087893419e+07, -3.657420e+01
1.593139651231e+07, -3.658650e+01
1.596191409044e+07, -3.661415e+01
1.599243166856e+07, -3.657755e+01
1.602294924669e+07, -3.648755e+01
1.605346682481e+07, -3.642910e+01
1.608398440294e+07, -3.640284e+01
1.611450198106e+07, -3.636714e+01
1.614501955919e+07, -3.633159e+01
1.617553713731e+07, -3.630831e+01
1.620605471544e+07, -3.631023e+01
1.623657229356e+07, -3.637013e+01
1.626708987169e+07, -3.645529e+01
1.629760744981e+07, -3.656899e+01
1.632812502794e+07, -3.669667e+01
1.635864260606e+07, -3.675308e+01
1.638916018419e+07, -3.672655e+01
1.641967776231e+07, -3.671193e+01
1.645019534044e+07, -3.675206e+01
1.648071291856e+07, -3.683188e+01
1.651123049669e+07, -3.690987e+01
1.654174807481e+07, -3.692912e+01
1.657226565294e+07, -3.689073e+01
1.660278323106e+07, -3.678547e+01
1.663330080919e+07, -3.667505e+01
1.666381838731e+07, -3.661680e+01
1.669433596544e+07, -3.662956e+01
1.672485354356e+07, -3.670928e+01
1.675537112169e+07, -3.678909e+01
1.678588869981e+07, -3.682087e+01
1.681640627794e+07, -3.683942e+01
1.684692385606e+07, -3.682873e+01
1.687744143419e+07, -3.681556e+01
1.690795901231e+07, -3.680686e+01
1.693847659044e+07, -3.679193e+01
1.696899416856e+07, -3.673892e+01
1.699951174669e+07, -3.665030e+01
1.703002932481e+07, -3.658893e+01
1.706054690294e+07, -3.661201e+01
1.709106448106e+07, -3.673142e+01
1.712158205919e+07, -3.686325e+01
1.715209963731e+07, -3.697129e+01
1.718261721544e+07, -3.706350e+01
1.721313479356e+07, -3.711645e+01
1.724365237169e+07, -3.715658e+01
1.727416994981e+07, -3.716851e+01
1.730468752794e+07, -3.720879e+01
1.733520510606e+07, -3.726892e+01
1.736572268419e+07, -3.732338e+01
1.739624026231e+07, -3.733556e+01
1.742675784044e+07, -3.729731e+01
1.745727541856e+07, -3.728490e+01
1.748779299669e+07, -3.728832e+01
1.751831057481e+07, -3.727367e+01
1.754882815294e+07, -3.727428e+01
1.757934573106e+07, -3.726039e+01
1.760986330919e+07, -3.723588e+01
1.764038088731e+07, -3.719644e+01
1.767089846544e+07, -3.717167e+01
1.770141604356e+07, -3.720984e+01
1.773193362169e+07, -3.727668e+01
1.776245119981e+07, -3.732249e+01
1.779296877794e+07, -3.736692e+01
1.782348635606e+07, -3.738435e+01
1.785400393419e+07, -3.739833e+01
1.788452151231e+07, -3.741392e+01
1.791503909044e+07, -3.741310e+01
1.794555666856e+07, -3.742203e+01
1.797607424669e+07, -3.747685e+01
1.800659182481e+07, -3.752590e+01
1.803710940294e+07, -3.750950e+01
1.806762698106e+07, -3.745939e+01
1.809814455919e+07, -3.738313e+01
1.812866213731e+07, -3.729445e+01
1.815917971544e+07, -3.724606e+01
1.818969729356e+07, -3.721198e+01
1.822021487169e+07, -3.721589e+01
1.825073244981e+07, -3.729503e+01
1.828125002794e+07, -3.737390e+01
1.831176760606e+07, -3.744444e+01
1.834228518419e+07, -3.751078e+01
1.837280276231e+07, -3.759185e+01
1.840332034044e+07, -3.769248e+01
1.843383791856e+07, -3.782574e+01
1.846435549669e+07, -3.791140e+01
1.849487307481e+07, -3.794149e+01
1.852539065294e+07, -3.795888e+01
1.855590823106e+07, -3.796708e+01
1.858642580919e+07, -3.794777e+01
1.861694338731e+07, -3.786538e+01
1.864746096544e+07, -3.776060e+01
1.867797854356e+07, -3.765910e+01
1.870849612169e+07, -3.760616e+01
1.873901369981e+07, -3.758039e+01
1.876953127794e+07, -3.757837e+01
1.880004885606e+07, -3.759581e+01
1.883056643419e+07, -3.761602e+01
1.886108401231e+07, -3.761896e+01
1.889160159044e+07, -3.764446e+01
1.892211916856e+07, -3.768841e+01
1.895263674669e+07, -3.773816e+01
1.898315432481e+07, -3.778134e+01
1.901367190294e+07, -3.782792e+01
1.904418948106e+07, -3.788600e+01
1.907470705919e+07, -3.792720e+01
1.910522463731e+07, -3.797610e+01
1.913574221544e+07, -3.806730e+01
1.916625979356e+07, -3.816474e+01
1.919677737169e+07, -3.825847e+01
1.922729494981e+07, -3.831326e+01
1.925781252794e+07, -3.829456e+01
1.928833010606e+07, -3.823500e+01
1.931884768419e+07, -3.816500e+01
1.934936526231e+07, -3.810108e+01
1.937988284044e+07, -3.810869e+01
1.941040041856e+07, -3.817456e+01
1.944091799669e+07, -3.824043e+01
1.947143557481e+07, -3.826351e+01
1.950195315294e+07, -3.818287e+01
1.953247073106e+07, -3.807084e+01
1.956298830919e+07, -3.800553e+01
1.959350588731e+07, -3.799886e+01
1.962402346544e+07, -3.803212e+01
1.965454104356e+07, -3.812215e+01
1.968505862169e+07, -3.817512e+01
1.971557619981e+07, -3.822067e+01
1.974609377794e+07, -3.825757e+01
1.977661135606e+07, -3.833248e+01
1.980712893419e+07, -3.840644e+01
1.983764651231e+07, -3.844699e+01
1.986816409044e+07, -3.844873e+01
1.989868166856e+07, -3.844900e+01
1.992919924669e+07, -3.849745e+01
1.995971682481e+07, -3.855969e+01
1.999023440294e+07, -3.859365e+01
2.002075198106e+07, -3.860050e+01
2.005126955919e+07, -3.852011e+01
2.008178713731e+07, -3.840249e+01
2.011230471544e+07, -3.835716e+01
2.014282229356e+07, -3.836438e+01
2.017333987169e+07, -3.837512e+01
2.020385744981e+07, -3.837204e+01
2.023437502794e+07, -3.836416e+01
2.026489260606e+07, -3.836875e+01
2.029541018419e+07, -3.840138e+01
2.032592776231e+07, -3.844354e+01
2.035644534044e+07, -3.852743e+01
2.038696291856e+07, -3.859505e+01
2.041748049669e+07, -3.865217e+01
2.044799807481e+07, -3.868816e+01
2.047851565294e+07, -3.872047e+01
2.050903323106e+07, -3.871558e+01
2.053955080919e+07, -3.872675e+01
2.057006838731e+07, -3.877300e+01
2.060058596544e+07, -3.876417e+01
2.063110354356e+07, -3.875703e+01
2.066162112169e+07, -3.878621e+01
2.069213869981e+07, -3.880316e+01
2.072265627794e+07, -3.884113e+01
2.075317385606e+07, -3.887874e+01
2.078369143419e+07, -3.894042e+01
2.081420901231e+07, -3.905064e+01
2.084472659044e+07, -3.912274e+01
2.087524416856e+07, -3.914022e+01
2.090576174669e+07, -3.911734e+01
2.093627932481e+07, -3.904523e+01
2.096679690294e+07, -3.897072e+01
2.099731448106e+07, -3.894245e+01
2.102783205919e+07, -3.896385e+01
2.105834963731e+07, -3.897196e+01
2.108886721544e+07, -3.897535e+01
2.111938479356e+07, -3.898646e+01
2.114990237169e+07, -3.902188e+01
2.118041994981e+07, -3.909894e+01
2.121093752794e+07, -3.917721e+01
2.124145510606e+07, -3.923939e+01
2.127197268419e+07, -3.928570e+01
2.130249026231e+07, -3.927573e+01
2.133300784044e+07, -3.919902e+01
2.136352541856e+07, -3.913308e+01
2.139404299669e+07, -3.915151e+01
2.142456057481e+07, -3.921124e+01
2.145507815294e+07, -3.925248e+01
2.148559573106e+07, -3.925560e+01
2.151611330919e+07, -3.921246e+01
2.154663088731e+07, -3.918165e+01
2.157714846544e+07, -3.916944e+01
2.160766604356e+07, -3.918021e+01
2.163818362169e+07, -3.919012e+01
2.166870119981e+07, -3.918365e+01
2.169921877794e+07, -3.916353e+01
2.172973635606e+07, -3.918375e+01
2.176025393419e+07, -3.924064e+01
2.179077151231e+07, -3.931004e+01
2.182128909044e+07, -3.934099e+01
2.185180666856e+07, -3.931561e+01
2.188232424669e+07, -3.931480e+01
2.191284182481e+07, -3.936430e+01
