% Moku:Go Spectrum Analyzer
% Input A
% Start freq 1 Hz, stop freq 30.000 000 MHz, RBW 146.6 kHz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 32 spectra per frame, 25 frame averages
% Acquired 2024-11-07 T 15:13:44 +0530
% Frequency (Hz), Input A (dBm)
2.198486356065e+06, -4.558280e+01
2.229003934190e+06, -4.563955e+01
2.259521512315e+06, -4.553125e+01
2.290039090440e+06, -4.525924e+01
2.320556668565e+06, -4.492722e+01
2.351074246690e+06, -4.466825e+01
2.381591824815e+06, -4.458374e+01
2.412109402940e+06, -4.469275e+01
2.442626981065e+06, -4.493784e+01
2.473144559190e+06, -4.524161e+01
2.503662137315e+06, -4.552436e+01
2.534179715440e+06, -4.569485e+01
2.564697293565e+06, -4.567468e+01
2.595214871690e+06, -4.549608e+01
2.625732449815e+06, -4.528924e+01
2.656250027940e+06, -4.515250e+01
2.686767606065e+06, -4.513125e+01
2.717285184190e+06, -4.521452e+01
2.747802762315e+06, -4.535396e+01
2.778320340440e+06, -4.555752e+01
2.808837918565e+06, -4.574418e+01
2.839355496690e+06, -4.576025e+01
2.869873074815e+06, -4.558680e+01
2.900390652940e+06, -4.529264e+01
2.930908231065e+06, -4.497382e+01
2.961425809190e+06, -4.475715e+01
2.991943387315e+06, -4.467775e+01
3.022460965440e+06, -4.473939e+01
3.052978543565e+06, -4.490996e+01
3.083496121690e+06, -4.515534e+01
3.114013699815e+06, -4.535795e+01
3.144531277940e+06, -4.545636e+01
3.175048856065e+06, -4.541866e+01
3.205566434190e+06, -4.527344e+01
3.236084012315e+06, -4.511408e+01
3.266601590440e+06, -4.499909e+01
3.297119168565e+06, -4.496433e+01
3.327636746690e+06, -4.506694e+01
3.358154324815e+06, -4.524110e+01
3.388671902940e+06, -4.543547e+01
3.419189481065e+06, -4.559435e+01
3.449707059190e+06, -4.563959e+01
3.480224637315e+06, -4.555262e+01
3.510742215440e+06, -4.537611e+01
3.541259793565e+06, -4.518370e+01
3.571777371690e+06, -4.505815e+01
3.602294949815e+06, -4.501701e+01
3.632812527940e+06, -4.506681e+01
3.663330106065e+06, -4.518737e+01
3.693847684190e+06, -4.536704e+01
3.724365262315e+06, -4.553532e+01
3.754882840440e+06, -4.560908e+01
3.785400418565e+06, -4.563174e+01
3.815917996690e+06, -4.559593e+01
3.846435574815e+06, -4.547769e+01
3.876953152940e+06, -4.532398e+01
3.907470731065e+06, -4.519906e+01
3.937988309190e+06, -4.514809e+01
3.968505887315e+06, -4.520563e+01
3.999023465440e+06, -4.536925e+01
4.029541043565e+06, -4.553000e+01
4.060058621690e+06, -4.560296e+01
4.090576199815e+06, -4.563907e+01
4.121093777940e+06, -4.563500e+01
4.151611356065e+06, -4.558330e+01
4.182128934190e+06, -4.553040e+01
4.212646512315e+06, -4.552705e+01
4.243164090440e+06, -4.554035e+01
4.273681668565e+06, -4.555442e+01
4.304199246690e+06, -4.558435e+01
4.334716824815e+06, -4.563808e+01
4.365234402940e+06, -4.566647e+01
4.395751981065e+06, -4.564694e+01
4.426269559190e+06, -4.559102e+01
4.456787137315e+06, -4.555551e+01
4.487304715440e+06, -4.552297e+01
4.517822293565e+06, -4.551505e+01
4.548339871690e+06, -4.552187e+01
4.578857449815e+06, -4.549217e+01
4.609375027940e+06, -4.545782e+01
4.639892606065e+06, -4.541646e+01
4.670410184190e+06, -4.539256e+01
4.700927762315e+06, -4.535688e+01
4.731445340440e+06, -4.526328e+01
4.761962918565e+06, -4.518165e+01
4.792480496690e+06, -4.514513e+01
4.822998074815e+06, -4.519070e+01
4.853515652940e+06, -4.534336e+01
4.884033231065e+06, -4.556418e+01
4.914550809190e+06, -4.576211e+01
4.945068387315e+06, -4.590648e+01
4.975585965440e+06, -4.593535e+01
5.006103543565e+06, -4.585747e+01
5.036621121690e+06, -4.569527e+01
5.067138699815e+06, -4.551267e+01
5.097656277940e+06, -4.538838e+01
5.128173856065e+06, -4.527923e+01
5.158691434190e+06, -4.517233e+01
5.189209012315e+06, -4.511305e+01
5.219726590440e+06, -4.511534e+01
5.250244168565e+06, -4.517991e+01
5.280761746690e+06, -4.523846e+01
5.311279324815e+06, -4.527174e+01
5.341796902940e+06, -4.529831e+01
5.372314481065e+06, -4.532725e+01
5.402832059190e+06, -4.537407e+01
5.433349637315e+06, -4.544857e+01
5.463867215440e+06, -4.556973e+01
5.494384793565e+06, -4.569568e+01
5.524902371690e+06, -4.580978e+01
5.555419949815e+06, -4.591542e+01
5.585937527940e+06, -4.595823e+01
5.616455106065e+06, -4.595148e+01
5.646972684190e+06, -4.592428e+01
5.677490262315e+06, -4.589161e+01
5.708007840440e+06, -4.587904e+01
5.738525418565e+06, -4.584342e+01
5.769042996690e+06, -4.585234e+01
5.799560574815e+06, -4.590668e+01
5.830078152940e+06, -4.595291e+01
5.860595731065e+06, -4.599022e+01
5.891113309190e+06, -4.600299e+01
5.921630887315e+06, -4.600303e+01
5.952148465440e+06, -4.595261e+01
5.982666043565e+06, -4.583109e+01
6.013183621690e+06, -4.569877e+01
6.043701199815e+06, -4.557156e+01
6.074218777940e+06, -4.549083e+01
6.104736356065e+06, -4.548283e+01
6.135253934190e+06, -4.552426e+01
6.165771512315e+06, -4.555489e+01
6.196289090440e+06, -4.558088e+01
6.226806668565e+06, -4.559894e+01
6.257324246690e+06, -4.561903e+01
6.287841824815e+06, -4.561698e+01
6.318359402940e+06, -4.558917e+01
6.348876981065e+06, -4.555241e+01
6.379394559190e+06, -4.553479e+01
6.409912137315e+06, -4.557198e+01
6.440429715440e+06, -4.564118e+01
6.470947293565e+06, -4.570069e+01
6.501464871690e+06, -4.572430e+01
6.531982449815e+06, -4.571854e+01
6.562500027940e+06, -4.571103e+01
6.593017606065e+06, -4.573660e+01
6.623535184190e+06, -4.573845e+01
6.654052762315e+06, -4.574521e+01
6.684570340440e+06, -4.577243e+01
6.715087918565e+06, -4.578525e+01
6.745605496690e+06, -4.576205e+01
6.776123074815e+06, -4.573005e+01
6.806640652940e+06, -4.571870e+01
6.837158231065e+06, -4.571429e+01
6.867675809190e+06, -4.571804e+01
6.898193387315e+06, -4.573388e+01
6.928710965440e+06, -4.572815e+01
6.959228543565e+06, -4.571523e+01
6.989746121690e+06, -4.572707e+01
7.020263699815e+06, -4.573662e+01
7.050781277940e+06, -4.575486e+01
7.081298856065e+06, -4.576992e+01
7.111816434190e+06, -4.582508e+01
7.142334012315e+06, -4.587519e+01
7.172851590440e+06, -4.588138e+01
7.203369168565e+06, -4.584799e+01
7.233886746690e+06, -4.582141e+01
7.264404324815e+06, -4.585107e+01
7.294921902940e+06, -4.595862e+01
7.325439481065e+06, -4.607734e+01
7.355957059190e+06, -4.613786e+01
7.386474637315e+06, -4.611898e+01
7.416992215440e+06, -4.604523e+01
7.447509793565e+06, -4.595275e+01
7.478027371690e+06, -4.583825e+01
7.508544949815e+06, -4.567613e+01
7.539062527940e+06, -4.556339e+01
7.569580106065e+06, -4.552606e+01
7.600097684190e+06, -4.556138e+01
7.630615262315e+06, -4.565258e+01
7.661132840440e+06, -4.583086e+01
7.691650418565e+06, -4.597973e+01
7.722167996690e+06, -4.600878e+01
7.752685574815e+06, -4.594338e+01
7.783203152940e+06, -4.584907e+01
7.813720731065e+06, -4.578753e+01
7.844238309190e+06, -4.575659e+01
7.874755887315e+06, -4.577206e+01
7.905273465440e+06, -4.581884e+01
7.935791043565e+06, -4.584773e+01
7.966308621690e+06, -4.585172e+01
7.996826199815e+06, -4.587348e+01
8.027343777940e+06, -4.586388e+01
8.057861356065e+06, -4.581134e+01
8.088378934190e+06, -4.579464e+01
8.118896512315e+06, -4.579721e+01
8.149414090440e+06, -4.585334e+01
8.179931668565e+06, -4.595098e+01
8.210449246690e+06, -4.602894e+01
8.240966824815e+06, -4.603466e+01
8.271484402940e+06, -4.599134e+01
8.302001981065e+06, -4.594891e+01
8.332519559190e+06, -4.592386e+01
8.363037137315e+06, -4.586752e+01
8.393554715440e+06, -4.578513e+01
8.424072293565e+06, -4.573529e+01
8.454589871690e+06, -4.574593e+01
8.485107449815e+06, -4.577544e+01
8.515625027940e+06, -4.579449e+01
8.546142606065e+06, -4.582316e+01
8.576660184190e+06, -4.583365e+01
8.607177762315e+06, -4.583166e+01
8.637695340440e+06, -4.580319e+01
8.668212918565e+06, -4.571307e+01
8.698730496690e+06, -4.563806e+01
8.729248074815e+06, -4.559860e+01
8.759765652940e+06, -4.562113e+01
8.790283231065e+06, -4.569771e+01
8.820800809190e+06, -4.582713e+01
8.851318387315e+06, -4.593093e+01
8.881835965440e+06, -4.597277e+01
8.912353543565e+06, -4.598819e+01
8.942871121690e+06, -4.597174e+01
8.973388699815e+06, -4.591408e+01
9.003906277940e+06, -4.585380e+01
9.034423856065e+06, -4.576747e+01
9.064941434190e+06, -4.567530e+01
9.095459012315e+06, -4.561769e+01
9.125976590440e+06, -4.563687e+01
9.156494168565e+06, -4.567538e+01
9.187011746690e+06, -4.571950e+01
9.217529324815e+06, -4.578893e+01
9.248046902940e+06, -4.581761e+01
9.278564481065e+06, -4.579020e+01
9.309082059190e+06, -4.577862e+01
9.339599637315e+06, -4.581013e+01
9.370117215440e+06, -4.585882e+01
9.400634793565e+06, -4.587192e+01
9.431152371690e+06, -4.590646e+01
9.461669949815e+06, -4.595672e+01
9.492187527940e+06, -4.601290e+01
9.522705106065e+06, -4.600040e+01
9.553222684190e+06, -4.598706e+01
9.583740262315e+06, -4.599673e+01
9.614257840440e+06, -4.601460e+01
9.644775418565e+06, -4.599528e+01
9.675292996690e+06, -4.595860e+01
9.705810574815e+06, -4.595862e+01
9.736328152940e+06, -4.598560e+01
9.766845731065e+06, -4.597302e+01
9.797363309190e+06, -4.596338e+01
9.827880887315e+06, -4.595954e+01
9.858398465440e+06, -4.594381e+01
9.888916043565e+06, -4.593195e+01
9.919433621690e+06, -4.589450e+01
9.949951199815e+06, -4.587068e+01
9.980468777940e+06, -4.586886e+01
1.001098635606e+07, -4.589268e+01
1.004150393419e+07, -4.593149e+01
1.007202151231e+07, -4.599858e+01
1.010253909044e+07, -4.607214e+01
1.013305666856e+07, -4.610645e+01
1.016357424669e+07, -4.608806e+01
1.019409182481e+07, -4.601763e+01
1.022460940294e+07, -4.596510e+01
1.025512698106e+07, -4.590972e+01
1.028564455919e+07, -4.589578e+01
1.031616213731e+07, -4.592247e+01
1.034667971544e+07, -4.598604e+01
1.037719729356e+07, -4.608193e+01
1.040771487169e+07, -4.617230e+01
1.043823244981e+07, -4.622055e+01
1.046875002794e+07, -4.622355e+01
1.049926760606e+07, -4.625373e+01
1.052978518419e+07, -4.629087e+01
1.056030276231e+07, -4.628520e+01
1.059082034044e+07, -4.620681e+01
1.062133791856e+07, -4.611696e+01
1.065185549669e+07, -4.604651e+01
1.068237307481e+07, -4.598570e+01
1.071289065294e+07, -4.592817e+01
1.074340823106e+07, -4.592955e+01
1.077392580919e+07, -4.595187e+01
1.080444338731e+07, -4.596486e+01
1.083496096544e+07, -4.599199e+01
1.086547854356e+07, -4.604078e+01
1.089599612169e+07, -4.604808e+01
1.092651369981e+07, -4.602109e+01
1.095703127794e+07, -4.598307e+01
1.098754885606e+07, -4.594416e+01
1.101806643419e+07, -4.585725e+01
1.104858401231e+07, -4.574242e+01
1.107910159044e+07, -4.565245e+01
1.110961916856e+07, -4.561063e+01
1.114013674669e+07, -4.561266e+01
1.117065432481e+07, -4.563891e+01
1.120117190294e+07, -4.570138e+01
1.123168948106e+07, -4.581481e+01
1.126220705919e+07, -4.592948e+01
1.129272463731e+07, -4.599761e+01
1.132324221544e+07, -4.599977e+01
1.135375979356e+07, -4.593056e+01
1.138427737169e+07, -4.582865e+01
1.141479494981e+07, -4.576842e+01
1.144531252794e+07, -4.578129e+01
1.147583010606e+07, -4.580987e+01
1.150634768419e+07, -4.581165e+01
1.153686526231e+07, -4.579653e+01
1.156738284044e+07, -4.579904e+01
1.159790041856e+07, -4.582626e+01
1.162841799669e+07, -4.583259e+01
1.165893557481e+07, -4.581774e+01
1.168945315294e+07, -4.577023e+01
1.171997073106e+07, -4.571135e+01
1.175048830919e+07, -4.568568e+01
1.178100588731e+07, -4.571413e+01
1.181152346544e+07, -4.575172e+01
1.184204104356e+07, -4.574298e+01
1.187255862169e+07, -4.572485e+01
1.190307619981e+07, -4.575453e+01
1.193359377794e+07, -4.585582e+01
1.196411135606e+07, -4.598464e+01
1.199462893419e+07, -4.611854e+01
1.202514651231e+07, -4.623887e+01
1.205566409044e+07, -4.628287e+01
1.208618166856e+07, -4.630909e+01
1.211669924669e+07, -4.633263e+01
1.214721682481e+07, -4.634457e+01
1.217773440294e+07, -4.631850e+01
1.220825198106e+07, -4.628596e+01
1.223876955919e+07, -4.626443e+01
1.226928713731e+07, -4.624704e+01
1.229980471544e+07, -4.624104e+01
1.233032229356e+07, -4.622712e+01
1.236083987169e+07, -4.621759e+01
1.239135744981e+07, -4.622951e+01
1.242187502794e+07, -4.624447e+01
1.245239260606e+07, -4.625912e+01
1.248291018419e+07, -4.626827e+01
1.251342776231e+07, -4.631363e+01
1.254394534044e+07, -4.634680e+01
1.257446291856e+07, -4.633641e+01
1.260498049669e+07, -4.633220e+01
1.263549807481e+07, -4.631481e+01
1.266601565294e+07, -4.629545e+01
1.269653323106e+07, -4.629536e+01
1.272705080919e+07, -4.634849e+01
1.275756838731e+07, -4.637497e+01
1.278808596544e+07, -4.637106e+01
1.281860354356e+07, -4.636079e+01
1.284912112169e+07, -4.631653e+01
1.287963869981e+07, -4.624468e+01
1.291015627794e+07, -4.616291e+01
1.294067385606e+07, -4.610985e+01
1.297119143419e+07, -4.611330e+01
1.300170901231e+07, -4.614880e+01
1.303222659044e+07, -4.623919e+01
1.306274416856e+07, -4.632749e+01
1.309326174669e+07, -4.640133e+01
1.312377932481e+07, -4.645243e+01
1.315429690294e+07, -4.647339e+01
1.318481448106e+07, -4.648383e+01
1.321533205919e+07, -4.650744e+01
1.324584963731e+07, -4.647232e+01
1.327636721544e+07, -4.636359e+01
1.330688479356e+07, -4.621651e+01
1.333740237169e+07, -4.609978e+01
1.336791994981e+07, -4.603351e+01
1.339843752794e+07, -4.602738e+01
1.342895510606e+07, -4.604639e+01
1.345947268419e+07, -4.611087e+01
1.348999026231e+07, -4.624961e+01
1.352050784044e+07, -4.640193e+01
1.355102541856e+07, -4.648933e+01
1.358154299669e+07, -4.654898e+01
1.361206057481e+07, -4.655641e+01
1.364257815294e+07, -4.648780e+01
1.367309573106e+07, -4.642941e+01
1.370361330919e+07, -4.642980e+01
1.373413088731e+07, -4.648180e+01
1.376464846544e+07, -4.655535e+01
1.379516604356e+07, -4.661864e+01
1.382568362169e+07, -4.663749e+01
1.385620119981e+07, -4.660531e+01
1.388671877794e+07, -4.656660e+01
1.391723635606e+07, -4.653642e+01
1.394775393419e+07, -4.649567e+01
1.397827151231e+07, -4.644503e+01
1.400878909044e+07, -4.644681e+01
1.403930666856e+07, -4.650211e+01
1.406982424669e+07, -4.662295e+01
1.410034182481e+07, -4.677289e+01
1.413085940294e+07, -4.687530e+01
1.416137698106e+07, -4.692595e+01
1.419189455919e+07, -4.694917e+01
1.422241213731e+07, -4.695828e+01
1.425292971544e+07, -4.695274e+01
1.428344729356e+07, -4.693592e+01
1.431396487169e+07, -4.694564e+01
1.434448244981e+07, -4.697462e+01
1.437500002794e+07, -4.704283e+01
1.440551760606e+07, -4.716581e+01
1.443603518419e+07, -4.726547e+01
1.446655276231e+07, -4.727108e+01
1.449707034044e+07, -4.717945e+01
1.452758791856e+07, -4.703778e+01
1.455810549669e+07, -4.695085e+01
1.458862307481e+07, -4.699423e+01
1.461914065294e+07, -4.714785e+01
1.464965823106e+07, -4.728962e+01
1.468017580919e+07, -4.737974e+01
1.471069338731e+07, -4.738504e+01
1.474121096544e+07, -4.729144e+01
1.477172854356e+07, -4.714351e+01
1.480224612169e+07, -4.703885e+01
1.483276369981e+07, -4.698324e+01
1.486328127794e+07, -4.697353e+01
1.489379885606e+07, -4.700426e+01
1.492431643419e+07, -4.702563e+01
1.495483401231e+07, -4.703217e+01
1.498535159044e+07, -4.701067e+01
1.501586916856e+07, -4.697154e+01
1.504638674669e+07, -4.696025e+01
1.507690432481e+07, -4.697069e+01
1.510742190294e+07, -4.700565e+01
1.513793948106e+07, -4.707827e+01
1.516845705919e+07, -4.717295e+01
1.519897463731e+07, -4.721058e+01
1.522949221544e+07, -4.712748e+01
1.526000979356e+07, -4.697238e+01
1.529052737169e+07, -4.683492e+01
1.532104494981e+07, -4.673356e+01
1.535156252794e+07, -4.662932e+01
1.538208010606e+07, -4.657234e+01
1.541259768419e+07, -4.656731e+01
1.544311526231e+07, -4.657502e+01
1.547363284044e+07, -4.659740e+01
1.550415041856e+07, -4.666292e+01
1.553466799669e+07, -4.674710e+01
1.556518557481e+07, -4.687098e+01
1.559570315294e+07, -4.697737e+01
1.562622073106e+07, -4.703281e+01
1.565673830919e+07, -4.702508e+01
1.568725588731e+07, -4.695550e+01
1.571777346544e+07, -4.686516e+01
1.574829104356e+07, -4.676930e+01
1.577880862169e+07, -4.666719e+01
1.580932619981e+07, -4.660949e+01
1.583984377794e+07, -4.666524e+01
1.587036135606e+07, -4.680288e+01
1.590087893419e+07, -4.697772e+01
1.593139651231e+07, -4.714752e+01
1.596191409044e+07, -4.722880e+01
1.599243166856e+07, -4.719946e+01
1.602294924669e+07, -4.708513e+01
1.605346682481e+07, -4.697370e+01
1.608398440294e+07, -4.688437e+01
1.611450198106e+07, -4.683243e+01
1.614501955919e+07, -4.683050e+01
1.617553713731e+07, -4.684537e+01
1.620605471544e+07, -4.684915e+01
1.623657229356e+07, -4.690082e+01
1.626708987169e+07, -4.699495e+01
1.629760744981e+07, -4.710291e+01
1.632812502794e+07, -4.716629e+01
1.635864260606e+07, -4.715428e+01
1.638916018419e+07, -4.711586e+01
1.641967776231e+07, -4.715984e+01
1.645019534044e+07, -4.726759e+01
1.648071291856e+07, -4.736354e+01
1.651123049669e+07, -4.744435e+01
1.654174807481e+07, -4.748030e+01
1.657226565294e+07, -4.746399e+01
1.660278323106e+07, -4.740633e+01
1.663330080919e+07, -4.735283e+01
1.666381838731e+07, -4.733807e+01
1.669433596544e+07, -4.731386e+01
1.672485354356e+07, -4.729074e+01
1.675537112169e+07, -4.728966e+01
1.678588869981e+07, -4.728487e+01
1.681640627794e+07, -4.725369e+01
1.684692385606e+07, -4.717153e+01
1.687744143419e+07, -4.707455e+01
1.690795901231e+07, -4.702777e+01
1.693847659044e+07, -4.705662e+01
1.696899416856e+07, -4.717066e+01
1.699951174669e+07, -4.731444e+01
1.703002932481e+07, -4.742978e+01
1.706054690294e+07, -4.745745e+01
1.709106448106e+07, -4.740810e+01
1.712158205919e+07, -4.732302e+01
1.715209963731e+07, -4.725691e+01
1.718261721544e+07, -4.717254e+01
1.721313479356e+07, -4.712638e+01
1.724365237169e+07, -4.717899e+01
1.727416994981e+07, -4.727665e+01
1.730468752794e+07, -4.737127e+01
1.733520510606e+07, -4.747376e+01
1.736572268419e+07, -4.757435e+01
1.739624026231e+07, -4.761450e+01
1.742675784044e+07, -4.756541e+01
1.745727541856e+07, -4.749091e+01
1.748779299669e+07, -4.741688e+01
1.751831057481e+07, -4.730407e+01
1.754882815294e+07, -4.718293e+01
1.757934573106e+07, -4.708989e+01
1.760986330919e+07, -4.707774e+01
1.764038088731e+07, -4.711199e+01
1.767089846544e+07, -4.719719e+01
1.770141604356e+07, -4.729418e+01
1.773193362169e+07, -4.734966e+01
1.776245119981e+07, -4.733985e+01
1.779296877794e+07, -4.729554e+01
1.782348635606e+07, -4.721024e+01
1.785400393419e+07, -4.714626e+01
1.788452151231e+07, -4.714221e+01
1.791503909044e+07, -4.719429e+01
1.794555666856e+07, -4.723481e+01
1.797607424669e+07, -4.718747e+01
1.800659182481e+07, -4.711039e+01
1.803710940294e+07, -4.707108e+01
1.806762698106e+07, -4.707867e+01
1.809814455919e+07, -4.712815e+01
1.812866213731e+07, -4.718289e+01
1.815917971544e+07, -4.725647e+01
1.818969729356e+07, -4.731595e+01
1.822021487169e+07, -4.738315e+01
1.825073244981e+07, -4.745647e+01
1.828125002794e+07, -4.752920e+01
1.831176760606e+07, -4.757568e+01
1.834228518419e+07, -4.757716e+01
1.837280276231e+07, -4.754621e+01
1.840332034044e+07, -4.747340e+01
1.843383791856e+07, -4.739825e+01
1.846435549669e+07, -4.735076e+01
1.849487307481e+07, -4.732878e+01
1.852539065294e+07, -4.729639e+01
1.855590823106e+07, -4.722859e+01
1.858642580919e+07, -4.715291e+01
1.861694338731e+07, -4.715686e+01
1.864746096544e+07, -4.725029e+01
1.867797854356e+07, -4.734838e+01
1.870849612169e+07, -4.742090e+01
1.873901369981e+07, -4.744797e+01
1.876953127794e+07, -4.743615e+01
1.880004885606e+07, -4.743954e+01
1.883056643419e+07, -4.744454e+01
1.886108401231e+07, -4.742940e+01
1.889160159044e+07, -4.741274e+01
1.892211916856e+07, -4.742355e+01
1.895263674669e+07, -4.743745e+01
1.898315432481e+07, -4.752146e+01
1.901367190294e+07, -4.763540e+01
1.904418948106e+07, -4.771343e+01
1.907470705919e+07, -4.776886e+01
1.910522463731e+07, -4.776740e+01
1.913574221544e+07, -4.774872e+01
1.916625979356e+07, -4.776922e+01
1.919677737169e+07, -4.779446e+01
1.922729494981e+07, -4.778555e+01
1.925781252794e+07, -4.776569e+01
1.928833010606e+07, -4.772229e+01
1.931884768419e+07, -4.767673e+01
1.934936526231e+07, -4.763511e+01
1.937988284044e+07, -4.761846e+01
1.941040041856e+07, -4.762991e+01
1.944091799669e+07, -4.767403e+01
1.947143557481e+07, -4.770277e+01
1.950195315294e+07, -4.772686e+01
1.953247073106e+07, -4.772483e+01
1.956298830919e+07, -4.767041e+01
1.959350588731e+07, -4.758428e+01
1.962402346544e+07, -4.746595e+01
1.965454104356e+07, -4.736365e+01
1.968505862169e+07, -4.729588e+01
1.971557619981e+07, -4.729238e+01
1.974609377794e+07, -4.730992e+01
1.977661135606e+07, -4.736724e+01
1.980712893419e+07, -4.747513e+01
1.983764651231e+07, -4.756643e+01
1.986816409044e+07, -4.765956e+01
1.989868166856e+07, -4.772306e+01
1.992919924669e+07, -4.772485e+01
1.995971682481e+07, -4.769863e+01
1.999023440294e+07, -4.769118e+01
2.002075198106e+07, -4.766546e+01
2.005126955919e+07, -4.765077e+01
2.008178713731e+07, -4.766143e+01
2.011230471544e+07, -4.761181e+01
2.014282229356e+07, -4.750132e+01
2.017333987169e+07, -4.736526e+01
2.020385744981e+07, -4.728656e+01
2.023437502794e+07, -4.729199e+01
2.026489260606e+07, -4.735070e+01
2.029541018419e+07, -4.743065e+01
2.032592776231e+07, -4.748079e+01
2.035644534044e+07, -4.753034e+01
2.038696291856e+07, -4.755578e+01
2.041748049669e+07, -4.756566e+01
2.044799807481e+07, -4.760861e+01
2.047851565294e+07, -4.767075e+01
2.050903323106e+07, -4.772145e+01
2.053955080919e+07, -4.771236e+01
2.057006838731e+07, -4.768531e+01
2.060058596544e+07, -4.760237e+01
2.063110354356e+07, -4.751686e+01
2.066162112169e+07, -4.750729e+01
2.069213869981e+07, -4.754043e+01
2.072265627794e+07, -4.756617e+01
2.075317385606e+07, -4.757898e+01
2.078369143419e+07, -4.759442e+01
2.081420901231e+07, -4.758508e+01
2.084472659044e+07, -4.755554e+01
2.087524416856e+07, -4.749055e+01
2.090576174669e+07, -4.741494e+01
2.093627932481e+07, -4.736871e+01
2.096679690294e+07, -4.735530e+01
2.099731448106e+07, -4.736599e+01
2.102783205919e+07, -4.740159e+01
2.105834963731e+07, -4.743947e+01
2.108886721544e+07, -4.749453e+01
2.111938479356e+07, -4.753418e+01
2.114990237169e+07, -4.755143e+01
2.118041994981e+07, -4.754221e+01
2.121093752794e+07, -4.750927e+01
2.124145510606e+07, -4.745757e+01
2.127197268419e+07, -4.747342e+01
2.130249026231e+07, -4.753475e+01
2.133300784044e+07, -4.764186e+01
2.136352541856e+07, -4.770377e+01
2.139404299669e+07, -4.774829e+01
2.142456057481e+07, -4.781505e+01
2.145507815294e+07, -4.786571e+01
2.148559573106e+07, -4.789106e+01
2.151611330919e+07, -4.790415e+01
2.154663088731e+07, -4.791757e+01
2.157714846544e+07, -4.795932e+01
2.160766604356e+07, -4.803058e+01
2.163818362169e+07, -4.806229e+01
2.166870119981e+07, -4.809034e+01
2.169921877794e+07, -4.812461e+01
2.172973635606e+07, -4.816820e+01
2.176025393419e+07, -4.823013e+01
2.179077151231e+07, -4.828393e+01
2.182128909044e+07, -4.828151e+01
2.185180666856e+07, -4.824811e+01
2.188232424669e+07, -4.821320e+01
2.191284182481e+07, -4.822343e+01
